movie_id,title,director,year,runtime,genres
tt0097371,Food of the Gods II,Damian Lee,1989,91,"Horror,Sci-Fi"
tt0097981,A Nightmare on Elm Street: The Dream Child,Stephen Hopkins,1989,89,"Fantasy,Horror"
tt0098084,Pet Sematary,Mary Lambert,1989,103,"Fantasy,Horror,Thriller"
tt0098155,Pedicab Driver,Sammo Kam-Bo Hung,1989,95,"Action,Comedy,Drama"
tt0102116,The Indian Runner,Sean Penn,1991,127,Drama
tt0107151,The House of the Spirits,Bille August,1993,145,"Drama,Romance"
tt0114658,Theodore Rex,Jonathan R. Betuel,1995,92,"Action,Comedy,Family"
tt0119380,The Invader,Mark Rosman,1997,93,"Action,Sci-Fi,Thriller"
tt0125211,I Woke Up Early the Day I Died,Aris Iliopulos,1998,90,"Comedy,Crime,Thriller"
tt0162889,Return of the Boogeyman,"Deland Nuse, Ulli Lommel",1994,76,Horror
tt0209174,Nobody Knows Anybody,Mateo Gil,1999,108,"Drama,Thriller"
tt0227980,Chica de Río,Christopher Monger,2001,102,Comedy
tt0235406,The Game,Bill Rebane,1984,84,Horror
tt0269266,Nightmare,Byeong-ki Ahn,2000,97,"Crime,Horror,Thriller"
tt0274518,Gayniggers from Outer Space,Morten Lindberg,1992,26,"Comedy,Sci-Fi,Short"
tt0275410,Horrorvision,Danny Draven,2001,72,"Horror,Sci-Fi,Thriller"
tt0291082,Cinderella II: Dreams Come True,John Kafka,2002,73,"Animation,Family,Fantasy"
tt0303021,Second Name,Paco Plaza,2002,98,"Horror,Thriller"
tt0307875,Sunday,Charles McDougall,2002,109,Drama
tt0325597,The Captives,Eric Stanze,2001,71,"Drama,Horror,Thriller"
tt0327940,In Your Face,Tim Tommasino,2002,105,Action
tt0328107,Man on Fire,Tony Scott,2004,146,"Action,Crime,Drama"
tt0331175,Any Way the Wind Blows,Tom Barman,2003,127,"Comedy,Drama"
tt0331509,Funky Monkey,"Harry Basil, Gene Quintano",2004,94,"Comedy,Family"
tt0389957,Edison,David J. Burke,2005,99,"Action,Crime,Drama"
tt0397535,Memoirs of a Geisha,Rob Marshall,2005,145,"Drama,Romance"
tt0421199,The Fallen Ones,Kevin VanHook,2005,89,Horror
tt0421239,Red Eye,Wes Craven,2005,85,Thriller
tt0433360,Dark Remains,Brian Avenet-Bradley,2005,91,Horror
tt0455538,How to Lose Friends & Alienate People,Robert B. Weide,2008,110,"Biography,Comedy,Drama"
tt0459392,SharkMan,Michael Oblowitz,2005,92,"Action,Adventure,Comedy"
tt0466500,Life Hits,Christian E. Christiansen,2006,93,Drama
tt0478724,I Do: How to Get Married and Stay Single,Éric Lartigau,2006,90,"Comedy,Romance"
tt0480035,The Eden Formula,John Carl Buechler,2006,92,"Action,Adventure,Horror"
tt0485466,Jawani Diwani: A Youthful Joyride,Manish Sharma,2006,111,"Comedy,Drama,Romance"
tt0499603,10 Items or Less,Brad Silberling,2006,82,"Comedy,Drama"
tt0887971,While She Was Out,Susan Montford,2008,86,"Crime,Drama,Thriller"
tt0926129,Prom Night,Nelson McCormick,2008,88,Horror
tt0974959,American Pie Presents: Beta House,Andrew Waller,2007,85,Comedy
