movie_id,title,director,year,runtime,genres,review
tt0087799,Night of the Comet,Thom Eberhardt,1984,95,"Comedy,Horror,Sci-Fi","This movie was bad. This movie was horrible. The acting was bad. The setting was unrealistic. The story was absurd: A comet that appears once in eons is set to appear one night. Most of the world's population decided to watch this comet. Then, the next morning everyone but a select few of people has been turned to dust from the comet's radiation. People's clothes are still intact, there are plants which are still alive, but the people were turned to dust. No bones, nothing. Thats ridiculous. How can radiation incinerate people but leave their clothes and other biological substances intact?<br /><br />Even better, the comet mutated some people into zombie flesh eating monsters. Their makeup would not have even looked frightening to a newborn child. The Insane Clown Posse scare me more...and they're supposed to look stupid.<br /><br />Then there were the survivors. People who had been surrounded by steel when the comet passed were spared from zombie-dom and death. How can steel block a comet's radiation that supposedly incinerates people in their tracks?<br /><br />Equally insulting is the 60's horror music playing in the background through parts of the movie, or the 80's hair rock which serves no purpose in the film and makes you want to shoot your television.<br /><br />The stupidest part of the movie, however, are the characters it focuses on: two Valley Girls and Chakotay from Star Trek: Voyager. These three characters were totally unrealistic. Who would go looting the day after an apocalypse with flesh eating mutants running everywhere? There were four 5 minute horror scenes in the entire movie, and most of them were dreams. In between these scenes is unsophisticated dialog which makes South Park seem intelligent. The silence in between the elementary dialog was painful. I could have made a better movie with four monkeys and a bag of Cheetos. Don't see this movie, ever."
tt0089280,Hobgoblins,Rick Sloane,1988,88,"Comedy,Horror,Sci-Fi","For starters, ""Hobgoblins"" tries to ape the more successful ""Gremlins"". That's bad enough but they don't even try to make anything that closely resembles a movie here. Instead, it's more like a bargain basement, everything-must-go clearance of embarrassing scenes, inappropriate sound FX, acting as bland as unflavored tapioca and a script that takes everything humans hold sacred in their motion pictures and throws 'em down the old tube-aroo.<br /><br />The plot? Grrrr.... Meddling kids track down gremlin-like creatures from movie lot before they kill people by projecting their fantasies. Sound cool, does it? Well, see that wall on the other side of your room? Run right at it, top speed, face first. See, THAT is cooler than this movie.<br /><br />You dare to doubt? Quick, name something else one of the leads has been in other than this. What other scripts have the writers done since ""Hobgoblins""? Name another Rick Sloane directoral effort. How many ""Hobgoblins"" action figures do you have? See? THANK you.<br /><br />I cannot believe I took so long to write about such a horrible film. I'd rather write about more important things; like the separation of church and state, economic restructuring in Europe, that kind of thing. But no, ""Hobgoblins"" it is and it is bad - bad like your grandparents' wallpaper, bad as pink flamingos on your lawn, bad like underwear that says ""Home of the Whopper""...and I think we'll stop there.<br /><br />Well, Mike and the robots fight valiantly but try as they might, they can do only so much with ""Hobgoblins"" before they realize that, yes, the director DOES need kicked in the shin.<br /><br />Real, real hard.<br /><br />One star for ""Hobgoblins"", seven stars for the MST3K version."
tt0090849,Class of Nuke 'Em High,"Richard W. Haines, Lloyd Kaufman",1986,85,"Comedy,Horror,Sci-Fi","It looks to me as if the creators of ""The Class Of Nuke 'Em High"" wanted it to become a ""cult"" film, but it ends up as any old high school B-movie, only tackier. The satire feels totally overshadowed by the extremely steretyped characters. It's very un-funny, even for a turkey."
tt0093741,The Pink Chiquitas,Tony Currie,1986,83,"Comedy,Horror,Sci-Fi","Sly Stallone is hardly the finest actor in the world but compared to his brother, Frank...well, roll out those awards now! Mullet haired, muppet Frank seems to think that every part he plays, calls for him doing the role as an American/Italian Wise-guy refugee from the 'Godfather.' Please, somebody make him an acting offer 'he can refuse!' This film just stinks the place out, even by the terrible overacting in this, Frank still steals the acting dishonours. All the people compensate for their lack of talent by shouting their lines and throwing their arms about, gesticulating wildly in a style that went out of fashion back with silent films.<br /><br />The plot, what there, is, makes no sense as a meteor lands and turns all the women into sex-crazed nymphets but as this is 15 certificate film, that just means they strip to their underwear and make moaning sounds like dogs on heat. What happens in the end, I'm not quite sure as I was losing the will to live long before the film finished.<br /><br />Avoid this like the plague and watch 'Deep Impact' for a reasonable film about a meteor about to hit the earth.<br /><br />N.B. Point of order: when one of the female leads strips down to her underwear, she has her knickers/panties under her suspenders/garter belt, it's knickers over the suspenders to allow women to go to the toilet with less fuss. A trivial point, perhaps, but shows how dumb this film is when they can't even get this right!"
tt0095043,Doctor Hackenstein,Richard Clark,1988,88,"Comedy,Horror,Sci-Fi","This movie features an o.k. score and a not bad performance by David Muir as Dr. Hackenstein. The beginning and end credits show along with the most of the actors and the ""special effects"" that this is a low budget movie. There is nothing in this movie that you could not find in other mad scientist, horror/comedy, or low budget movies. Not special for any nude scene buffs or bad movie lovers either. This movie is simply here. Anne Ramsey and Phillis Diller are nothing to get excited about as well. If you are curious as I was and can actually find this, you will realize the truth of the one line summary."
tt0097630,Journey to the Center of the Earth,"Rusty Lemorande, Albert Pyun",1988,100,"Adventure,Sci-Fi","Journey to the Center of the Earth is the story of some tourists of Hawaii, three of them siblings, and one of them a young British nanny babysitting a dog. When the siblings accidentally drive off in their jeep with the basket of dog biscuits, the nanny follows them (it might've just been safer to purchase more) all the way to the cave the siblings intended to explore (I guess). For some reason, they actually go in the cave and then, when the place starts caving in, they try to get out to no avail, except for the six-year-old sister who they tell to go get help. Meanwhile, the more they move around in the cave, the more they continue to plummet further and further towards the earths cavernous core. And behold, it is here where they find the City of Atlantis and its bizarre alien habitants who are living under the oppressive rule of one alien that doesn't want them asking to many questions about the worlds external to their own.<br /><br />I see that Rusty Lemorande, the named director of the film has provided comments on this film, in which he explains that part of latter half of this film is actually the sequel to Alien in L.A. Well, whatever it was, it was an amazingly cheap movie that I would rank only slightly higher than City Limits (a 1988 sci-fi film also made on a non-existent budget) because at the least ending of this dreadful piece of mostly incoherent film-making that cuts corners where it can aims for some humor and amusement in the last 20 minutes when we finally see what life is like in the alien world at the center of the Earth. I also give it a two star rating rather than one because it was at times, funny, even if only in its subtleties. For example, the aliens asks the British girl if she's an alien and she explains that the Ministry should be sending her work visa shortly. Or when the alien girl finds Bryan and explains that he is in the city of Altantis and he mistakes this for Atlantic City, New Jersey. Little things like that make the idiocy of the first hour or so tolerable. Imagine how great the film could've been though if they had 1) actually intended to make it, and 2) actually had money to make it.<br /><br />I do like how in the end, no one wonders what happened to the little sister who was sent away in the beginning to get help. She'd just be wandering around the Hawaiian caves and not too far from the erupting volcano, mind you."
tt0097874,Metamorphosis,George Eastman,1990,96,"Horror,Sci-Fi","As others have mentioned, this movie is similar to THE FLY (both versions) and the lesser known sci-fi flick ALTERED STATES. The big difference is that those two movies were well made by people who knew what they were doing and were good at it. METAMORPHOSIS did not have these advantages. METAMORPHOSIS is a potentially interesting science fantasy story that had the wrong people in charge of it and the wrong actors playing the roles.<br /><br />The story follows scientist Dr. Peter Houseman (Gene LeBrock), an obsessed man working on a genetic cure to aging and death. When the university he works for threatens to cut funding, he decides to inject the anti-aging serum into himself. As a result, Dr. Houseman spends the rest of the movie slowly turning into a lizard. And oh yes, watching the good doctor go through the process of becoming that lizard is a great joy. It really is so bad that it's good. Some of the lines are classic: ""What WAS it?"" ""A nightmare...from the past!""<br /><br />Many of the reviews that I've read for this point up how stupid and ridiculous the last five minutes of this movie are. I'm just going to go ahead and spoil it: the good doctor goes from being a shuffling half-man, half-lizard thing to being what appears to be a man in a rejected Godzilla costume, when the police finally gun him down. In the final scene, some obnoxious kid is seen with a little pet lizard which he claims will never die, and the movie's heroine, Sally Donnelly (Catherine Baranov) evidently decides that the little lizard is the final incarnation of Dr. Houseman. The camera then gives us a close-up of the lizard's face; this is, I assume, the director's way of showing us that the lizard is EVIL. Yes, it is goofy, but I fell over laughing so I can't complain.<br /><br />I watched this movie because it was a part of the Chilling Classics 50 Movie Megapack that I purchased. I'm sure many of those who are reading this did exactly the same thing, as the 50 pack is the only way to see this movie on DVD. If you have recently bought the boxed set and haven't watched this movie yet, it really is worth your time, even if I did just ruin the ending for you. It might also be possible to find this movie online for free."
tt0098375,Spontaneous Combustion,Tobe Hooper,1989,97,"Horror,Sci-Fi,Thriller",how can a director that makes such great films as poltergeist and the texas chainsaw massacre make such rubbish as this? i got this film off a friend and he didnt want it back its so bad. how this can be classed as horror i will never know.<br /><br />2/10
tt0099856,The Invisible Maniac,Adam Rifkin,1990,86,"Comedy,Horror,Sci-Fi","Here's an interesting little movie that strictly gives the phrase ""low budget"" a horrible name. Our physics teacher who has about nine kids creates a strange serum that causes ""molecular reorganization"". Students are hopelessly killed from fake coincidences of submarine sandwiches and flying school supplies. Sounds like a resurrection of classic B-movies from the 50s, right? Nope! It's not an example of high camp fun, which is way, WAY off the mark. A glamorous showcase of breasts and butts ensues our desire for pleasure, opposing the horror that should have had 99.44% more in the first place. Bottom-of-the-barrel entertainment at its best, aided by pints of red blood and dead student bodies. Atrocious movies like this would make the ultimately catastrophic GURU THE MAD MONK (1970) the work of an intelligent genius who has a Master's degree in film production! It's an automatic ""F"", so rest easy!"
tt0102800,Robot Jox,Stuart Gordon,1989,85,"Action,Sci-Fi,Thriller","Title: Robot Jox (1990) <br /><br />Director: Stuart Gordon <br /><br />Cast: Gary Graham, Anne Marie Johnson, Paul Koslo <br /><br />Review: Stuart Gordon who we usually associate with extremely gory horror films such as Re-Animator, From Beyond, Dagon and Castle Freak, took a small detour here and did a little sci-fi flick. I stress the word ""little"" since this is a very low budget flick, and there in lies its main weakness.<br /><br />The story takes place in the future. A world in which the great superpowers (that according to this movie are the United States and Russia) duke out their differences not by going on a full blown world war...but by fighting gladiator style battles with gigantic robots. Our hero Achilles must go up against the evil Russian robot fighter called Alexander. Lots of cheap stop motion animation ensues.<br /><br />Well, the idea is awesome I guess. The great nations settleling territorial disputes with giant robots? Interesting premise and one that could have been handled properly if the proper budget had been available. Unfortunately what could have been a fun movie ends up being an embarrassment for an otherwise great director.<br /><br />I as a kid loved this movie, and I guess if you want any enjoyment out of this movie, you'll have to revert back to little kid mode to have some fun with it. I showed this film to some of my friends and as the movie progressed my friends where like ""what the hell is this piece of crap franco?"" And I'm like well this movie is a sci-fi by one of my favorite directors Stuart Gordon?"" But as the movie progressed into corny territory I almost felt like pressing stop and not having them go through that torture. I could go through it, cause I loved this film as a kid, and there's still a little nostalgia attached to watching it. But everyone else was just not going to get it.<br /><br />And I myself realized that the movie isn't really that good. First off. The movie is about giant robots kicking the hell out of each other. And in order to achieve this in a credible fashion you'd have to use some damn good special effects to make it work, expensive effects that would help us the audience suspend disbelief. But unfortunately this being a small scale movie, from a small scale company (Empire Pictures, which went bankrupt after making this film!)the effects only help us giggle and laugh at them. Heck even the sets and some of the wardrobe looks unfinished or half assed.<br /><br />OK granted, once you accept that you are watching a mixture of moderate stop animation and miniatures well you can sort of give in to the film and even enjoy the big robots kicking the hell out of each other. There are certain scenes when the robots are fighting that are kinda cool, and made me go ""thats why I liked thid movie!"" But every know and them, some crappy effect will take you right out of that protective little cocoon you were trying to hide in. And boom, your right back into realizing this film just doesn't live up to its premise.<br /><br />And heres another thing that sort of bothered me a bit about the movie. This movie is basically a movie for kids. You know, giant robots duking it out? Stop motion animation? Hello? But this movies dialogue had a lot of sexual innuendos and the violence gets a little bloody. So I kept asking myself is this a kids movie or not? After a while I just came to the conclusion that basically this was a kids movie with adult sensibilities, which really isn't a good mix.<br /><br />So for those of you who don't feel that certain naive childlike charm of watching two robots fighting each other and if you don't have a nostalgic connection to this movie (like I do) well Id suggest you steer clear away from this one. Gordons a great director, but this movie he made, just didn't do it for me. Well, at least not now that I'm a full grown adult.<br /><br />Rating: 2 out of 5"
tt0106983,Future Shock,"Eric Parkinson, Matt Reeves, Oley Sassone",1994,98,"Horror,Sci-Fi","Imagine a woman alone in a house for forty five minutes in which absolutely nothing happens. Then this goes on twice more. The writing is flat and lifeless, and jokes unfunny, and the bad acting keeps you from caring about any of the characters, even when they battle wolf packs and get beaten up by fraternity goons. Anyone that ranked this movie higher than a two is not fully sane."
tt0112762,Cyber-Tracker 2,Richard Pepin,1995,97,"Action,Sci-Fi,Thriller","Years have gone by since Don Wilson used his martial arts expertise to take down a robot who was programmed to destroy him, he's also married to the blonde reporter (Stacie Foster) who led the rebellion in the first film, now a new conspiracy is in the works, one that involves look-alike droids who frame our two heroes, and a corporation looking to rule the world (There is no plot to back any of this up) and Cyber Tracker 2 becomes a virtual replay of the first movie. I admit that I have bought DVDs from the bargain bin that were made by PM, PM was a company that specialized in cheap-jack action flicks (like this) which had tons of explosions, little story and overall nothing but mean edged action. Some of these titles have been (mildly) enjoyable (Last Man Standing and The Sweeper) however Cyber Tracker 2 is stuck with the casting of the charisma-less Don Wilson. When comparing the protagonists of similar PM efforts both Jeff Wincott and C. Thomas Howell are Oscar nominees when compared to Don Wilson. Another telling sign is that this was directed by Richard Pepin who has none of the flair Joseph Merhi seems to have in crafting action sequences that feel much more expensive than their budgets. Then again though both C. Thomas and Wincott are probably more expensive to obtain. Cyber Tracker 2 is a rip off with a capitol R, there are so many steals from better movies (Robocop, Terminator, Universal Soldier to even Halloween III!) that it's almost as if Richard Pepin is trying to infuse a sense of identity to the pedestrian material yet without the intelligent ideas or at least the mindless zip of great action, Cyber Tracker 2 falls flat. There is literally no good idea that isn't borrowed from a better movie and the supporting cast overact. The only exception comes from Tony Burton who is miles better than the material. Also Stacie Foster looks like she could be better with far better material. However Cyber Tracker 2 comes off mainly as noisy, bland and lackluster as its leading man, however with no real martial arts sequences to fall back on, all there is, is lots of cars tipping over and that alone is no substitute for the bankruptcy of ambition expressed here.<br /><br />*1/2 out of 4-(Poor)"
tt0120764,My Favorite Martian,Donald Petrie,1999,94,"Comedy,Family,Sci-Fi","I saw this bomb when it hit theaters. I laughed the whole time. Why? Because the stupidity of it seemed to have made me go insane. I look back on it and realize there was not ONE funny thing in the whole movie. At leat nothing intentional. It IS awfully funny that Lizzie cn chew a piece of Nurplex and become a gigantic, carnivorous demon...yet her itty-bitty little dress is perfectly intact, despite the fact that she is now hundreds of times larger than she was when she first put it on. Or the kind of movie in which a man can be shocked with a defibulator and only fall unconcious, and return to conciousness without ANY medical attention. And don't let me get started on the ridiculous fate of the ""villain"" that they decided they needed to create ""conflict."" Uh huh.<br /><br />To the person complaining about Disney only targetting kids-The raunchy parts of this film seems to disprove that statement. Do we really need Daryl Hannah accusing Jeff Bridges of having kinky video tapes? You do if you're Disney and you're out of ideas for making the movie appeal to the above-8 crowd without writing a more intelligent script! I am thoroughly convinced that Disney pays off the ratings board so it's movies can get away with murder and still get family-friendly ratings.<br /><br />What a waste of the DVD format."
tt0176269,Universal Soldier: The Return,Mic Rodgers,1999,83,"Action,Sci-Fi","This was an atrocious waste of my time. No plot. The acting was so far below par, it should be used as an exemplar in acting classes of what NOT to do. It is merely a commercial rip-off of the earlier Universal Soldier, which also scrapes the bottom of the acting barrel. Its sad that VD needs to assert his ego every few years, and sadder still that people will pay good money to sit thru it. This kind of schlock gives Martial Arts movies a bad name. By comparison, it makes Segall, Norris, and Arnold look almost talented.<br /><br />Perhaps VD should take the Leslie Nielson track and do send-ups of his genre. At least then we could be laughing with him instead of at him."
tt0222817,Entrails of a Virgin,Kazuo 'Gaira' Komizu,1986,72,"Horror,Sci-Fi","OK the plot is, wait you got me there is no true discernible plot here just a string of optically fogged sex scenes, strung together by scenes of photographers taking pictures of pretty ladies (Sometimes a combination of the two) Then a demon comes around kills the men, rapes and kills the women, and waxes poetic about the meaning of life. Moronic special effects, bad acting and bizarre philosophy aside, you get what you expect from a film with a title like this. I guess it would have to be someone's cup of tea, just not mine as I have yet to see a good Kazuo 'Gaira' Komizu directed film.<br /><br />DVD Extras: Subtitled Interview with Director Kazuo Komizu Part 1 (Part 2 is on the Entrails of a Beautiful Woman DVD); and Theatrical Tailer<br /><br />My Grade: F"
tt0234215,The Matrix Reloaded,"Lana Wachowski, Lilly Wachowski",2003,138,"Action,Sci-Fi","As a fan of Science-fiction movies, I have been aware of The Matrix since its release in 1999. From the little bit I would allow people to tell me about it, I assumed it was highly original and sophisticated. I am also a devotee of Alice in Wonderland. I could never quite figure out how I missed The Matrix when it was released. With the imminent release of The Matrix Reloaded, it was time to buy the DVD and watch it.<br /><br />The disappointment was too great. The premise of the matrix (the controlling device as opposed to the movie) was clever. The philosophical premise of parallel worlds, alternate realities is shopworn. However, I could still have bought into the film, as science-fiction, if it stayed firmly in that genre. Unfortunately, it turned into a standard, ""will they or won't they escape, break through, rescue those in need of rescue, etc."" To make matters worse, it turned out to be another martial arts exercise. The problem is that science-fiction and martial arts films are really two different types. To the purest, the devotee of one or the other, mixing the two doesn't work. It is like mixing science-fiction with romance. You can have one or the other, but not both in the same film, or, at least, not both to the same extent in the same movie.<br /><br />If there were such problems with The Matrix, The Matrix Reloaded really compounded the problems. At least thirty minutes of the film were either martial arts sequences or the protracted car-chase. (This observation ignores the question, made in every professional, negative review of the movie: If Neo could do the Superman thing, why bother to fight at all? The answer, of course, is that's what draws the young, male demographic group into the theatre.) Then there is the ""redemption through love"" aspect. That plot device was worn out by Richard Wagner over a hundred years ago. It was actually handled better by him in Die Gotterdammerung.<br /><br />So where does that leave those who saw the Matrix Reloaded. Martial arts fans probably groaned through the trite, but arcane sci-fi philosophizing. Science fictions fans were wondering why they were sitting through a kung-fun fest. Most of the males in the audience where probably bored by the silly romance aspect of the film.<br /><br />Just what are you supposed to be getting for your bucks when you see The Matrix franchise films: Science fiction, martial arts, or soap opera? A bit of each does not make for a whole lot more of any of them, nor for a satisfying film for the afficionados of each."
