movie_id,title,director,year,runtime,genres
tt0314063,Immortal,Enki Bilal,2004,103,"Drama,Sci-Fi,Thriller"
tt0343818,"I, Robot",Alex Proyas,2004,115,"Action,Mystery,Sci-Fi"
tt0348150,Superman Returns,Bryan Singer,2006,154,"Action,Adventure,Sci-Fi"
tt0369226,Alone in the Dark,Uwe Boll,2005,96,"Action,Horror,Sci-Fi"
tt0377713,Cube Zero,Ernie Barbarash,2004,97,"Drama,Mystery,Sci-Fi"
tt0383353,Evil Aliens,Jake West,2005,93,"Comedy,Horror,Sci-Fi"
tt0404325,Phil the Alien,Rob Stefaniuk,2004,82,"Comedy,Sci-Fi"
tt0417191,They Are Among Us,Jeffrey Obrow,2004,99,"Sci-Fi,Thriller"
tt0443678,Unholy,Daryl Goldberg,2007,90,"Horror,Sci-Fi,Thriller"
tt0445161,4,Ilya Khrzhanovskiy,2004,126,"Drama,Mystery,Sci-Fi"
tt0457275,Altered,Eduardo Sánchez,2006,88,"Horror,Sci-Fi,Thriller"
tt0799862,Caprica,"Michael Nankin, Jonas Pate, John Dahl, Wayne Rose, Jeffrey Reiner, Roxann Dawson, Tim Hunter, Omar Madha, Ronald D. Moore, Eric Stoltz, Michael W. Watkins",2009,60,"Action,Drama,Sci-Fi"
tt0025712,The Return of Chandu,Ray Taylor,1934,208,"Adventure,Family,Fantasy"
tt0028313,The Story of Louis Pasteur,William Dieterle,1936,86,"Biography,Drama,History"
tt0038873,The Razor's Edge,Edmund Goulding,1946,145,"Drama,Romance"
tt0045815,The Girl Next Door,Richard Sale,1953,92,"Comedy,Musical"
tt0063850,If....,Lindsay Anderson,1968,111,"Crime,Drama"
tt0064400,Hamlet,Tony Richardson,1969,117,Drama
tt0065622,The Decameron,Pier Paolo Pasolini,1971,111,"Comedy,Drama,History"
tt0066344,Scrooge,Ronald Neame,1970,113,"Drama,Family,Fantasy"
tt0070795,A Thief in the Night,Donald W. Thompson,1972,69,"Drama,Fantasy,Horror"
tt0072705,Bite the Bullet,Richard Brooks,1975,132,"Action,Adventure,Drama"
tt0075888,The Crater Lake Monster,William R. Stromberg,1977,85,"Adventure,Comedy,Crime"
tt0076504,Orca,Michael Anderson,1977,92,"Adventure,Drama,Horror"
tt0090567,52 Pick-Up,John Frankenheimer,1986,110,"Crime,Drama,Thriller"
tt0091129,The Golden Child,Michael Ritchie,1986,94,"Action,Adventure,Comedy"
tt0094868,Chocolat,Claire Denis,1988,105,Drama
tt0095775,The Ogre,Lamberto Bava,1988,94,"Drama,Horror,Mystery"
tt0101917,Freddy's Dead: The Final Nightmare,Rachel Talalay,1991,89,"Fantasy,Horror"
tt0103858,Bonnie & Clyde: The True Story,Gary Hoffman,1992,93,"Crime,Drama"
tt0110695,Nowhere to Hide,Bobby Roth,1994,96,"Drama,Thriller"
tt0115543,The Angel of Pennsylvania Avenue,Robert Ellis Miller,1996,92,Drama
tt0115907,City Hall,Harold Becker,1996,111,"Crime,Drama,Mystery"
tt0116308,Fire,Deepa Mehta,1996,104,"Crime,Drama,Romance"
tt0117979,The Truth About Cats & Dogs,Michael Lehmann,1996,97,"Comedy,Romance"
tt0120041,Runaway Car,Jack Sholder,1997,90,"Action,Adventure,Comedy"
tt0120430,Vanishing Point,Charles Robert Carner,1997,91,"Action,Adventure,Drama"
tt0120626,April Captains,Maria de Medeiros,2000,123,"Drama,History,War"
tt0127388,Ninja Turtles: The Next Mutation,"Robert Lee, Iain Paterson, Rob Stewart, David Straiton, Clay Borris, Richard Martin, Michael Mazo, Don McCutcheon, James Taylor, Scott J. Ateah, Richard Flower, Otta Hanus, Ed Anders",1997,20,"Action,Adventure,Comedy"
tt0161634,Guinea Pig: Devil's Experiment,Satoru Ogura,1985,43,"Horror,Short"
tt0179443,Rancid Aluminum,Edward Thomas,2000,91,"Comedy,Crime,Drama"
tt0197153,Good Day L.A.,"Lisa Todd, Patrick Perez",1993,180,"News,Talk-Show"
tt0197570,The Hungry Bachelors Club,Gregory Ruzzin,1999,93,"Comedy,Drama,Romance"
tt0200710,Hitokiri,Hideo Gosha,1969,140,"Action,Biography,Drama"
tt0201290,The Underground Comedy Movie,Vince Offer,1999,88,Comedy
tt0202152,Zatoichi,Shintarō Katsu,1989,116,"Action,Drama"
tt0240736,Moonstalker,Michael S. O'Rourke,1989,92,Horror
tt0249624,Gabriel & Me,Udayan Prasad,2001,84,Drama
tt0253335,No Turning Back,"Julia Montejo, Jesus Nebot",2001,98,"Crime,Drama,Thriller"
tt0257106,Scary Movie 2,Keenen Ivory Wayans,2001,83,"Comedy,Horror"
tt0272069,Demonicus,Jay Woelfel,2001,72,Horror
tt0275067,Wendigo,Larry Fessenden,2001,91,"Horror,Mystery,Thriller"
tt0286610,"Broken Bow, Part 1",James L. Conway,2001,44,"Action,Adventure,Drama"
tt0300214,Morvern Callar,Lynne Ramsay,2002,97,Drama
tt0306047,Scary Movie 3,David Zucker,2003,84,Comedy
tt0381966,Creep,Christopher Smith,2004,85,"Horror,Mystery,Thriller"
tt0390614,Waqt: The Race Against Time,Vipul Amrutlal Shah,2005,153,"Comedy,Drama,Family"
tt0400497,Herbie: Fully Loaded,Angela Robinson,2005,101,"Adventure,Comedy,Family"
tt0404356,Quite Ugly One Morning,Sam Miller,2004,94,"Comedy,Crime,Drama"
tt0420223,Stranger Than Fiction,Marc Forster,2006,113,"Comedy,Drama,Fantasy"
tt0430304,Little Man,Keenen Ivory Wayans,2006,98,"Comedy,Crime"
tt0432283,Fantastic Mr. Fox,Wes Anderson,2009,87,"Adventure,Animation,Comedy"
tt0443527,The Hamiltons,"Mitchell Altieri, Phil Flores",2006,86,"Drama,Horror,Thriller"
tt0443632,The Sentinel,Clark Johnson,2006,108,"Action,Crime,Thriller"
tt0446685,Drawing Restraint 9,Matthew Barney,2005,135,Fantasy
tt0464095,The Lives of the Saints,"Chris Cottam, Rankin",2006,97,"Comedy,Drama"
tt0465643,Time of Her Life,Steven M. Smith,2005,93,"Drama,Fantasy"
tt0486968,Double Cross,George Erschbamer,2006,88,"Drama,Thriller"
tt0494230,Gospel of Deceit,Timothy Bond,2006,88,Thriller
tt0757933,The Wedding Curse,Chito S. Roño,2006,110,"Drama,Horror,Thriller"
tt0758781,Seed,Uwe Boll,2006,90,Horror
tt0800069,The Hills Have Eyes 2,Martin Weisz,2007,89,"Horror,Thriller"
