tconst,review
tt0112740,"We laughed our heads off. This script is so incredible you either zap to CNN or go to sleep.<br /><br />My dad was a sea captain for 30 years, he could not believe his eyes when he saw the movie.<br /><br />During his experience as an officer he once claimed command over the ship, the captain drunk 3 bottles of whiskey/daily and (sorry) s**t on his desk. Of course this was not on a nuclear mission.<br /><br />For instance, the fire in the kitchen, fire is the most important thing on any ship, nuclear or not. To give a drill at that time is just Hollywood script. When a captain is put under arrest, he IS under arrest, you take all his keys and open the safe where the guns are kept. This is stored within minutes in a well guarded room. He CANNOT escape, it's just like in prison.<br /><br />Funny thing is, my dad also had a dog on board, however, we see how Hackman let him pee in the control room. This is not done, ever. My dad cleaned all the mess the dog made wherever he was.<br /><br />Hackman and Washington make the three stars this movie is credited for, all the rest is bulls**t.<br /><br />When we do know that 23 people were still alive on the Koersk, this film gets an extra dimension.<br /><br />If you want to see a real thriller about a submarine rent: Thas Boat.<br /><br />"
tt0115309,"OK, so it was written in 1996, before 9/11, so you can give it a little credit for worrying about terrorists and the idea that the CIA director makes a plot to blow this doomed plane out of the sky before it brings doom to the world, is prescient. That's it. That's the good stuff. The acting...fair. The plot...silly. The ""twist""... unnecessary. DOOOOOOOOOOOM It isn't as though no one ever thought of what to do when a plane gets contaminated. Don't you think bureaucrats have a manual for ""plagues"" and how to contain them? Proper execution of such a plan is always a problem, as we saw after Katrina. But they have a plan. It isn't to send them off to Iceland and then to Mauritania. And if the virus is carried in the air, why was the plane door open and the ""shooters' standing there with no protection? In fact, did it ever occur to anyone to shoot her legs? That would stop her. But not as dramatic. I'm a sucker. I always watch a movie to see the end, once I started it. But this was a waste of time, and for the most part, predictable. I saw it using a recorder so I didn't have to watch all the ads, that was a plus. It's a good example of why I watch so little network TV. Rubbish."
tt0116024,"Daraar got off to a pretty good start. The first scene really left me at the edge of my seat wondering what would happen next. Other than that, the first half of the movie is a total BORE. All the first half of the movie is about is Rishi Kapoor falling head over heels in love with Juhi Chawla. By the way, don't you think he's a little old for her???<br /><br />Things finally start to spice up towards the middle of the film when Juhi tells us about her previous husband; and wow what a lunatic is he! He was an over-protective, neat-freak with a really HOT TEMPER! He used to beat up poor Juhi for no good reason! One of the reasons I really don't like this movie is because I can't stand to see Juhi (my favorite actress) get so abused. This film in general has WAY too much abuse and bloodshed; I find it so sickening!!!<br /><br />Anyway, all I'm trying to say is if you're thinking about renting Daraar, you should put it right back on the shelf where you found it and pick something else!"
tt0116136,"An interesting idea for a film, both showing the last dragon on earth and showing the struggle he and someone evil have together. When he was younger, Einon got stabbed in the heart, so Bowen (Dennis Quaid) took him to the dark lord who gave him half his heart. Now grown up Einon (David Thewlis) is now the selfish and evil king. Meanwhile, Bowen is using a new friend Draco the Dragon (voiced by Sir Sean Connery) to get rewards for ""killing"" dragons. But because Einon has half of Draco's hear, they both feel the pain in one of them is hurt, or killed. Also starring Pete Postlethwaite as Gilbert of Glockenspur, Jason Isaacs as Lord Felton, Julie Christie as Queen Aislinn and John Gielgud as King Arthur. It was nominated for the Oscar for Best Visual Effects. Worth watching!"
tt0117603,"Without a doubt one of the worst movies I've seen in recent years. The story focuses on four women driven to robbing banks who we are somehow supposed to sympathize with. It's tough to sympathize with characters who keep making such stupid decisions. Oh no, the cops are on to us, they know who we are, what do we do?...Let's rob one more bank then we're outta here! What!?! Every character is a stereotype and it's easy to tell who's gonna end up dead."
tt0132347,"This movie is pure guano. Mom always said if you can't say anything nice... but even Mom would say I had to do my part to warn others of this movie.<br /><br />I can guarantee this is the film that Geoffrey Rush wishes would just go away. I would hope that Greg Kinnear fired his agent..from a cannon for giving him the script. After this Ben Stiller is probably praying for someone to pitch ""There's Still Something About Mary."" I have always been a fan of Wes Studi's, thank whatever you hold holy that he wore a mask through the film so maybe people won't identify the film with him.<br /><br />It starts of promisingly with a stylistic spoof of the cinematography of the Batman films and then just loses something...like a coherent plot and half decent effects.<br /><br />The jokes are telegraphed an hour before the punchline comes, and even then they fall flat. If you want to see an effective spoof of the comic book world see ""Chasing Amy"".<br /><br />RUN! DON'T WALK AWAY FROM ""MYSTERY MEN""!"
tt0161032,You'd better choose Paul Verhoeven's even if you have watched it.
tt0172109,"This movie was exactly what I expected it to be when i first read the casting. I probably could have written a more exciting plot, it's a pity that they left it to a pack of Howler Monkeys. Alberto Tomba was surely a good skier but he has to thank God (and we too) that he does not have to rely on his actor skills to earn his living. He can't play, he can't talk, he can't even move very good on mainland without his skis... Michelle Hunziker is a pretty blonde girl, and that's all. She obviously wasn't chosen for her astounding competence in dramatic roles but most probably for her nice legs. Nevertheless I must admit that she could be the Tomba's acting teacher, because he's even a worse actor than her, and that's funny, especially considering that she isn't italian. I laughed all the time, watching this movie. I found it so ridiculous and meaningless that it actually made me laugh, loud, very loud."
tt0187078,"I watched this because I thought there were going to be a lot of car chases and cool cars to gawk at. Guess I was lied to. This movie is very boring.<br /><br />The movie starts out Kip Raines(Giovanni Ribisi) sitting outside a Porsche dealership checking to see if they have the right car. When they confirm it's the right one, Kip gets a brick out of the trunk and chucks it at the window, shattering it. He gets the Porsche while his friend gets the keys. They start up the car and take off into the night. They deliver it to a warehouse only to have been followed by the police. So, the whole crew ditches all the cars and go their separate ways. Then, we get a glimpse of Memphis Raines. He is giving a little speech to a bunch of kids at a go-kart track. Then, he is confronted by Atlee Jackson(Will Patton). Atlee tells Memphis that his brother Kip is in deep *bleep*. Memphis is known as one of the most notorious car thieves in Los Angeles. Memphis heads to a junkyard and meets Raymond Calitri(Christopher Ecclesten). This guy threatens to kill Kip if Memphis doesn't deliver 50 cars within 72 hours.<br /><br />There are a few problems with this film: <br /><br />1.Story: The first 48 in-movie hours take place when Cage and Duvall are looking for a crew and planning everything out. The last 12 in-movie hours are a waste! <br /><br />2. The Cars: You see maybe 10 cars out of the 50 as the movie advertises. So, where are the other 40 cars? Why don't we get to see them? <br /><br />3. The Chase: The chase at the end of the movie was a joke. It was not suspenseful at all.<br /><br />4. The Dog: Somewhere in the movie, the dog eats the burgers and swallows three keys as well. This is impossible. The keys were flipped open. The keys would have severely damaged the dog's esophagus, stomach, and large intestines. The guys suggest giving the dog laxatives to help him poop it out. This won't work. The dog will get a lot of diarrhea but no keys. It was stated in Jackass after Ryan Dunne stuck a toy car up his rectum. Take laxatives, lots of diarrhea, but no car. Same case with the dog.<br /><br />5. The Cop During The Chase: When Eleanor breaks down for a few minutes, Nicholas Cage tries desperately to start up the car. You see a police cruiser behind him who isn't looking at his car at all. But, right when Nicholas Cage starts the engine up again, the police officer jerks his head to the right, sees the car, and immediately begins to chase after him. It is stupid. So, right when he heard the engine start, and saw the car, he knew that was the car he was looking for. How does he know it's the right car? He only sees the back of it.<br /><br />Overall, the movie is boring. There is no action. There are very few cars. The movie is stupid. I have never seen the original but I plan to.<br /><br />I give this movie 1 star out of 10. Get The Fast and Furious instead."
tt0203408,"I truly wish I was not writing this review. I'm a Christian, so I waited anxiously to see this movie. It seemed great -- a Christian movie with some fairly famous stars and a plot that seemed intriguing (not that I buy the Bible Code itself -- you can make it say anything you want. I do, however believe everything inside the Bible). So I'm sitting on the edge of my seat enjoying the previews, when the movie comes on and manages to destroy my mood in a matter of minutes. I had to bite my lip to stop from commenting on the terrible writing and acting while I was in the theater (I would have been torn to pieces by the people cheering at the rather clumsy but basically uplifting scenes and gasping at the insanely obvious and predictable Tension Scenes, I'm sure). Once the final credits began to roll, however, I could reflect. There were many parts of the movie I liked -- some mostly unexpected plot twists, some effects that were indeed special (I'm not counting the Visions. Those were poorly done), and some interesting technical work -- fades, sets, that type of thing. Unfortunately, I got the distinct impression that if I read the book of Revelation to a monkey and set the monkey in front of a typewriter for an hour, I could've gotten a better script. And the music was beyond cheesy (even for a Bond fan who likes kinda cheesy music in scenes of action and intrigue). So I wish I could be like everyone else in the theater -- like the people who came out crying and breathless because of how incredible it was -- but I'm not someone who can be appeased by a writer who throws some words over a Biblical shell and slaps a Christian stamp on it. I need a good plot and believable dialogue before I can enjoy most movies, and this just didn't have either. I'm sorry, but I wouldn't recommend this film to anyone. And that's the tragedy. When will we see some intelligent Christian fiction? It has to be out there somewhere..."
tt0218817,"I sort of accidentally ended up watching this movie. I'm still not sure if I regret it or not. I felt like I was watching the film made by that group of film school students that didn't quite make the cut. It plays up every Hollywood cliché imaginable, all the while flogging us with the 'corporations are the ultimate evil' message. Subtlety this movie does not know. As far as that goes, it even manages to provide it's own spoilers.<br /><br />The story appears to be a computer nerd's fantasy world come true. The lead character is an attractive teenage boy with a girlfriend, yet is a programming genius and apparent hacker (I think), among many other nerd-fantasy-come-true elements that you'll have to see for yourself.<br /><br />As well, I should've known it would be a z-movie when I saw Ned Bellamy... he tends to be a good tip-off.<br /><br />Can't recommend this one, I'm afraid."
tt0230055,"The film released at the start of 2000 alongwith MELA both disasters So sad to start a millennium with such nonsense<br /><br />The film seems to suit 70's but looks like an unintentional comedy for 2000<br /><br />Anywayz some classic gems from the film: Paresh Rawal I don't understand to laugh at his role or cry Reason: He goes searching his mother in the village worst part is when he realises a secret of Anil he keeps the secret in his stomach which becomes big and makes him look pregnant I remember in my childhood my teacher told me the same joke Urrf!!!! as a child i laughed at it that time but here?<br /><br />The whole film is a joke can't explain We have Anil in a dual role(One older and younger) and Rekha playing the older's wife and Raveena the youngers We also have reject Harish while Shakti playing the son of Aruna Irani who both fight on who has the worst wig<br /><br />Direction is outdated Music is bad<br /><br />Anil tries hard looks too old in the younger role and too young in the older role yet good effort Rekha is adequate, Raveena too is okay Harish is bad Shakti Kapoor is terrible Aruna Irani is as usual Rajnikant is okay in a cameo"
tt0255212,"The film is severely awful and is demeaning to rape victims. On the surface, it may be a daring film about rape but if you dig beneath the surface, what lies is a not-so-positive message about rape. Aishwarya the rape victim is shown to be a helpless victim who cannot cope all because she is a WOMAN. She needs a MAN to help her. When the society makes jibes about her and throws comments at her, she does not stand up for herself. It is all left to Anil Kapoor to do all the talking while Aishwarya does all the crying.<br /><br />The director (Satish Kaushik) went down the wrong path by portraying a rape victim as weak and submissive. What would have been more effective is portraying a strong woman who rebels against her enemies in a courageous way. The director is famous for being chauvinistic. His films are usually full of weak women but he tries to hide them in controversial roles. He needs to learn that just because the role is controversial, it does not mean that the character herself is strong.<br /><br />The most degrading scene in the film is when Aishwarya 'cleans' herself after just being raped. She does it to please her father who thinks that she is now dirty. Though it is commendable that Shah shows the stigma against rape victims in such a stark light, what he does not show us is whether Ash's father was wrong for making his daughter do such a thing. Thus we are left with a confusing message about rape.<br /><br />The comedy too is not needed in a strong subject film like this. Even more so, the comedy is simply not funny. Ash is wooden in her role while Anil Kapoor does nothing but shout. The music is mediocre except for the title track, which is beautifully picturised (the only bright point of this film). Sonali Bendre's role is disappointing and pointless. Overall, what could have been a great movie to remember ends up being an awful mish-mash that will give some viewers severe indigestion."
tt0295529,Can only be described as awful. It is bad to start with and then gets even more bad. When you start you really have to watch it through because it is impossible to believe that it can get worse - but fear not because it does. Another poorly written script for a donkey director for no-talent offspring of past movie stars. It's hard to decide if the script is worse than the acting or whether the directing is worse than both. As for the hero - well he belts up everyone including one scene where he beats the living daylights out of the tough by swinging open the wardrobe door and smashing him against the window with it. And in another scene he gets thrown through a window and crashes 20ft onto concrete - doesn't even blink - then gets up immediately and gets stuck into the baddies. This is a really ridiculous movie. Lucky it only cost me $1 to hire.
tt0318010,"I rented this movie on DVD. I knew that the movie wouldn't live up to what it promised me on the back of the case, but once I saw that Leatherface (Gunnar Hansen) was in it, I had to rent it. It starts off pretty good, with the premise being that snuff films are being aired over cable. However, the main character has nothing about her to make you feel sorry for her whatsoever, and the end of the movie really leaves you hanging. There are way too many unanswered questions. There was a great scene at the end that totally took me by surprise, but overall this is a very sub par movie, but I guess it was worth the $ 3.99 rental fee."
tt0331834,"I'll keep this short, as I know I don't need to say much.<br /><br />""Alive"" is a strange little film that obviously appeals to some, but I found it to be shockingly bland from almost the very beginning. The film did very little to make any of the characters likable and the story at times became so convoluted that I completely lost interest. As I said, I know others enjoyed it, but I found Kitamura's ""Alive"" to be anything but - a lame, extremely boring drama disguised as a thought-provoking action sci-fi flick. I felt like I was suckered into watching this film, based by its intriguing premise and uber-exciting cover art.<br /><br />My suggestion? Pass it up for Kitamura's far more enjoyable freshman effort ""Versus"" or his 2004 riot ""Godzilla: Final Wars"".<br /><br />...And don't get me wrong, I'm always up for a good thinking man's film, but this certainly wasn't it. There was nary a moment that I actually cared about a single event taking place in this overly-preachy, dialogue-heavy movie.<br /><br />If you wanna talk about something... talk about boring."
tt0351078,"The words ""Swedish"" and ""Action movie"" do not mix. That becomes more and more obvious with every attempt made in the genre. This is yet another failed attempt.<br /><br />Lasse Brunell (Shanti Roney) works at a military air base with top secret computer systems. One day foreign criminals threaten to hurt his family if he doesn't do what they tell him. They want the secret equipment and will do anything to get it.<br /><br />This movie has it's ups and downs. And usually in Swedish action movies there are no ""ups"", just ""downs"". So i guess something in this movie showed some quality. To begin with the positive remarks i can mention that the movie is technically well made. The footage of planes and helicopters flying are well shot and look very nice. The acting is of very varying quality. Shanti Roney makes a decent performance while Maria Bonnevie is stiff and unnatural as usual (i wonder how long Swedish directors are going to keep using her even though she has the acting skills of a wooden plank?). Stefan Sauk is laughable as the ""cool"" special forces man who comes to the base to investigate.<br /><br />And what about the action scenes? Well as i said above the scenes of planes and helicopters flying are nice. But aside from that there is not much action to talk about. And that is a common problem with Swedish action films. There is just not enough action going on. Maybe it's a budget problem, maybe it's film-making culture. I don't know, but it negatively affects the experience. Because quite frankly, the story and acting is not good enough for this movie to rely just on that.<br /><br />I rate this 4/10 for effort."
tt0368891,"This movie is like the thousand ""cat and mouse"" movies that preceded it. (The following may look like a spoiler, but it really just describes a large class of movies) There is the passionate, wise main character, his goofy but well-meaning sidekick with his ill-placed attempts at humorous comments, the initially-hostile but soon softened gorgeous lady who triggers the inevitable ""unlikely"" love story, the loved ones taken hostage, and of course the careless evil adversary with his brutal minions. Everybody has seen tons of these movies already, and ""National Treasure"" is like any one of them, with only a slightly modified wrapping. Every turn of the story was easily predicted (and I can assure you I am not the sharpest tool in the shed). I am quite tired of feeling tricked for money after exiting the theater from a Hollywood movie, and if you have ever felt that way too, heed my warning; stay miles away from this movie."
tt0372873,"I knew it wasn't gunna work out between me and D-wars from the moment we met. First its title was lazy. D war. Like writing out Dragon was too much for them. Also... you really can't be that blatant with your title unless your Blue Monkey. Blue Monkey can do whatever the hell it wants. <br /><br />The second sign of a rocky relationship between us was the story's insane progression. Here's the film, dreamy reporter guy reports on big snake tracks, flashes back to a time he and dad wandered into what must have been the competition for the store in gremlins and dreamy kid reporter finds a box that glows. Old shop keep reveals several terrible truths. That Bauraki a supposedly evil snake was cheated out of his chance to be a god. tells the kid that he's a reincarnated warrior and that somewhere in LA is his reincarnated lover and gives him a junk piece of jewelry. Shop keep also reveals that despite his obvious whiteness he's a 500 year old Asian. <br /><br />fifteen years later dreamy reporter remembers this perfectly and starts acting half crazy trying to find this random girl. cgi hijinks follow and in the last ten minutes my brain melts out of my nose. Why? Continue on dear reader if you have the Balls.<br /><br />so Sarah, the reincarnated lover, has her own flashbacks. I have the benefit of having an Asian best friend and in the scene where she starts to freak out and make a bunch of posters with Asian characters on them he tells me that whoever made this movie has no idea what their doing. Its a Korean legend and she's reincarnated from a Korean princess but everything is in Chinese. Later that night her dragon tat starts to hurt, she calls the police cause it looks like she's having a heart attack. See, in this mixed up crazy world they apparently handle heart attacks differently because the next time we see her she's locked in her room with a guard outside and a nurse claims she's crazy. I have a new phobia now, and its that if i'm ever in trouble the first responders will just assume i'm crazy. <br /><br />I have another point of contention with my harsh mistress, Dwar. There is a scene when Patrick Dempsey Jr (Dreamy Reporter) is in a café' with sassy black friend. In the scenes prior Miffed Near divinity Bauraki has killed an elephant, slithered through a suburb and killed one of Sarah's friends. See, people were afraid to come out after 9-11 happened but we must have all toughened up after that deciding coffee and pastries were worth risking our lives for. Business as usual, no way a giant snake will stop me from getting my caffeine on. If i stay inside and fear for my life the terrorists and serpentine divinities win. <br /><br />After being given a satisfying dragon on Helicopter battle my cruel lover Dwar treats me to a pi$$ and vinegar filled scene to end it all with. Bauraki has a fortress of his own and its right under LA i guess. They don't really say but Dreamy Reporter and Sarah get knocked out in a car crash that would kill lesser men and when they wake up, yep dragon palace. some retarded dialog later a good dragon snake god pops out of nowhere and the snakes wrestle/make love whatever. And i'm not kidding good snake out of nowhere. Maybe you think i'm blowing it out of proportion, i'm not there is no mention of this thing in the movie then suddenly... there! Few seconds later and good dragon becomes dragon god, sets Baurki on fire, Sarah turns into a ghost and goes with Dragon-god, dreamy reporter left in the middle of nowhere roll credits... thank god<br /><br />Now our relationship as rocky as it was had its good times. There was a guy that look like shredder from turtles and talked exactly like a tuskan raider from star wars. I'll call him Tuskan Shredder. He could do whatever he wanted whenever he wanted to it just could never be useful. He could walk through a wall in a scene where that wasn't helpful. He could go in your dreams when that wouldn't do any good and he could light ten random soldier guys on fire but not when it mattered. He was also allergic to touching that junk jewelry. I like him cause he was hit by a car twice in the same scene and made fantastic tuskan raider noises. <br /><br />The actors for the most part were great... if great somehow meant terrible. Jason Behr, whom i thought was awesome in Roswell i slowly find out can only act one way and that's pretentious, spacey and Patrick Dempsey""ish"".<br /><br />The one thing i love about this filthy prostitute Dwars is its lead actor, Bauraki. That Giant snake acted his heart out. I'd dare to say that he was better at playing a cgi serpentine demi-god of evil then John Barrymore was at playing Richard the III or Hamlet. There was emotion in every scene, stealing the thunder from his lesser mortal supporting cast. When he ate an elephant i felt like no one past, present or future would ever eat an elephant with as much feeling. He was more then an actor, he was a force of nature and he put his heart and soul into every second of this cursed project. Yes damn it, my favorite actor in this film was a cgi snake. I've got the balls to admit that, do you?<br /><br />Here's to hoping Bauraki get's more work and isn't type cast, that Jason Behr finds a range of emotion other then dreamy stare, and that i never have to watch Blue Monkey again. <br /><br />So, D-War its over. I want my CDs back and let's just be friends"
tt0387989,"Where to begin? <br /><br />#1 Amitabh's son, played by Akshaye Khanna, is 30.<br /><br />Amitabh's been in prison for 33+ years... he<br /><br />A) Telepathically transmitted the sperm home?<br /><br />B) Asked a nice Pakistani guard to mail it for him?<br /><br />C) They allow conjugal visits in secret Pakistani Jails<br /><br />D) All of the above<br /><br />E) The producers were having a little too much bhang at<br /><br />the time they approved the script?<br /><br />#2) Amrita Rao (Yummm!) wants Khanna - he's yum, yum, yummy... and apparently he wants her - who wouldn't, right?!... But, when her dad gets ratted out, and then killed (I hardly think this is a 'spoiler' as you'd have to be brain-dead and blind not to see this coming in the film) he's pretty emotionless towards this catastrophe and with the tip (metaphorically) of his hat, leaves her behind to save his dad, never mind her loss, and says (paraphrasing) ""If god wills it, we'll meet again""... Basically meaning, ""I'm gonna get my dad and MY job done, sorry for your loss - CYA! Buh Bye!"" - callus beyond even low-life Hollywood standards...<br /><br />#3) There are so many holes in this horrible waste of time called a movie, that you can drive all the jeeps, trucks camels and any extra stuff through it. Pass - really, complete and total waste of time - Oh! There is a great dance sequence (yes, only one - as in dance sequence - regardless of quality) great belly dancing - but NOT worth watching just for this.<br /><br />Rent Veer-Zaara or Lakshya (will Hrithik Roshan ever take acting lessons?) for better Indo-Pak conflict movies... In fact, Veer-Zaara is pretty damned good - 7.5/8 I'd say!"
tt0421054,"Tony Scott destroys anything that may have been interesting in Richard Kelly's clichéd, patchy, overwrought screenplay. Domino Harvey (Kiera Knightley) was a model who dropped out and became a bounty hunter. This is her story... ""sort of"".<br /><br />The problem with this rubbish is that there isn't much of a story at all and Scott's extreme graphic stylization of every shot acts as a distancing mechanism that makes us indifferent to everything in Harvey's chaotic life.<br /><br />You just don't care about Harvey. Knightley plays her as an obnoxious, cynical brat who has done nothing to warrant our respect. She punches people she doesn't like and sheds her clothes and inhibitions when the situation calls for it, but she isn't the least bit real and Knightly isn't the least bit convincing, either.<br /><br />The film is boring. It's loud, too, and shackled with one of the most annoying source music scores I've heard in a long time. The final twenty minutes are a poor re-run of Scott's ""True Romance"" climax with Domino's gang going to meet two sets of feuding bad guys who are -- surprise! surprise! -- destined to shoot it out with each other at the top of a Las Vegas casino.<br /><br />Unfortunately, this potentially exciting conflagration is totally botched by Scott and becomes a confusing, pretentious, pointless exercise in celluloid masturbation. This is not an artistically brave or experimental piece; it is a failure on every level because it gives us no entry point to the lives and dilemmas of its characters.<br /><br />Mickey Roarke looks good as a grizzled bounty hunter, but he disappears into the background as the ""narrative"" progresses. Chris Walken turns in another embarrassing cameo and Dabney Coleman, always solid, is underutilized.<br /><br />Don't be fooled by this film's multi-layered, gimmick-ridden surface. It is still a turd no matter how hard you polish it."
