movie_id,title,director,year,runtime,genres
tt0383153,Touching Evil,"Allen Hughes, Rod Hardy, Rob Bailey, Karen Moncrieff, Michael Robison, Rachel Talalay, Rose Troche, David Von Ancken, Greg Yaitanes",2004,60,"Crime,Drama,Thriller"
tt0397524,Maiden Voyage,Colin Budds,2004,83,Action
tt0404802,The Notorious Bettie Page,Mary Harron,2005,91,"Biography,Drama"
tt0419081,Psychopathia Sexualis,Bret Wood,2006,102,Drama
tt0422491,The Intruder,Claire Denis,2004,130,Drama
tt0433442,The Return,Asif Kapadia,2005,85,"Horror,Mystery,Thriller"
tt0448190,Masters of Horror,"Stuart Gordon, Dario Argento, John Carpenter, Joe Dante, Mick Garris, Tobe Hooper, John Landis, Don Coscarelli, Brad Anderson, Larry Cohen, Ernest Dickerson, William Malone, Lucky McKee, John McNaughton, Takashi Miike, Tom Holland, Peter Medak, Rob Schmidt, Norio Tsuruta",2005,60,Horror
tt0450238,The All Together,Gavin Claxton,2007,84,"Comedy,Drama,Romance"
tt0458253,The Closer,"Michael M. Robin, Rick Wallace, Arvin Brown, Elodie Keene, Nelson McCormick, Steve Robin, Kevin Bacon, James Duff, Roxann Dawson, David McWhirter, Gloria Muzio, Scott Ellis, Michael Pressman, Anthony Hemingway, Nicole Kassell, Stacey K. Black, Sheelin Choksey, Tawnia McKiernan, Greg Yaitanes, Craig Zisk, Matt Earl Beesley, Lesli Linka Glatter, Charles Haid, Jesse Bochco, Greer Shephard, Roger Young, Adam Arkin, Matthew Penn, Paul McCrane, Jon Tenney",2005,46,"Crime,Drama,Mystery"
tt0463027,Descent,Talia Lugacy,2007,104,"Drama,Thriller"
tt0713610,Asylum,Guy Norman Bee,2005,44,"Drama,Fantasy,Horror"
tt0756683,The Man from Earth,Richard Schenkman,2007,87,"Drama,Fantasy,Mystery"
tt0762115,The List,Gary Wheeler,2007,105,Thriller
tt0770810,How She Move,Ian Iqbal Rashid,2007,94,Drama
tt0772154,Apart from That,"Jennifer Shainin, Randy Walker",2006,120,Drama
tt0829432,"Me & You, Us, Forever",Dave Christiano,2008,92,Drama
tt0834896,Barricade,Timo Rose,2007,96,"Horror,Thriller"
tt0844441,True Blood,"Michael Lehmann, Scott Winant, Daniel Minahan, Howard Deutch, John Dahl, Michael Ruscio, Anthony Hemingway, Alan Ball, Lesli Linka Glatter, David Petrarca, Romeo Tirone, Stephen Moyer, Daniel Attias, Nick Gomez, Nancy Oliver, Marcos Siega, Michael Cuesta, Adam Davidson, Jeremy Podeswa, Gregg Fienberg, Simon Jayes, Angela Robinson, Lee Rose, Jesse Warn",2008,60,"Drama,Fantasy,Mystery"
tt0865907,Into the Blue 2: The Reef,Stephen Herek,2009,92,"Action,Adventure,Thriller"
tt0871426,Baby Mama,Michael McCullers,2008,99,"Comedy,Romance"
tt0985025,Dark Floors,Pete Riski,2008,85,"Action,Fantasy,Horror"
