movie_id,title,director,year,runtime,genres
tt0312528,The Cat in the Hat,Bo Welch,2003,82,"Adventure,Comedy,Family"
tt0322389,George of the Jungle 2,David Grossman,2003,87,"Adventure,Comedy,Family"
tt0324532,When in Rome,Steve Purcell,2002,94,"Comedy,Family"
tt0342882,The PianoTuner of EarthQuakes,"Stephen Quay, Timothy Quay, Weiser Quay",2004,99,"Animation,Drama,Family"
tt0388595,Extreme Makeover: Home Edition,"Glenn GT Taylor, Patrick Higgins, Juan Cruz Bucich, Colin Donahue, Scott Farquharson, Jennifer Lane, David Dryden, Jack Cannon",2003,60,"Comedy,Drama,Family"
tt0434964,Gammera the Invincible,"Sandy Howard, Noriaki Yuasa",1966,86,"Family,Sci-Fi"
tt0442722,The Doodlebops,"Jamie Waese, David Connolly, Wayne Moss, Steve Wright",2004,21,"Family,Music"
tt0462346,How to Eat Fried Worms,Bob Dolman,2006,84,"Comedy,Family"
tt0485601,The Secret of Kells,"Tomm Moore, Nora Twomey",2009,75,"Adventure,Animation,Family"
tt0486321,Fly Me to the Moon 3D,"Ben Stassen, Gina Gallo, Mimi Maynard, Domonic Paris",2007,84,"Adventure,Animation,Family"
tt0486583,Fred Claus,David Dobkin,2007,116,"Comedy,Family,Fantasy"
tt0785025,Love's Abiding Joy,Michael Landon Jr.,2006,87,"Drama,Family,Western"
tt0834951,Seachd: The Inaccessible Pinnacle,Simon David Miller,2007,100,"Drama,Family"
tt0021873,Five Star Final,Mervyn LeRoy,1931,89,"Crime,Drama"
tt0024078,Grand Slam,"William Dieterle, Alfred E. Green",1933,67,Comedy
tt0028174,Revolt of the Zombies,Victor Halperin,1936,65,"Adventure,Horror"
tt0040331,Every Girl Should Be Married,Don Hartman,1948,85,"Comedy,Drama,Romance"
tt0043027,The Tattooed Stranger,Edward Montagne,1950,64,"Crime,Drama,Film-Noir"
tt0064645,Mayerling,Terence Young,1968,140,"Drama,History,Romance"
tt0066115,Myra Breckinridge,Michael Sarne,1970,94,Comedy
tt0068173,The Adventures of Barry McKenzie,Bruce Beresford,1972,114,Comedy
tt0071627,The House of Seven Corpses,Paul Harrison,1973,88,Horror
tt0073695,Sharks' Treasure,Cornel Wilde,1975,95,"Action,Adventure,Crime"
tt0077921,The Medusa Touch,Jack Gold,1978,109,"Drama,Horror,Mystery"
tt0079156,The Great Alligator,Sergio Martino,1979,89,Horror
tt0080391,Attack of the Killer Tomatoes!,John De Bello,1978,83,"Adventure,Comedy,Horror"
tt0087258,Final Justice,Greydon Clark,1985,90,"Action,Crime,Drama"
tt0088224,Tank,Marvin J. Chomsky,1984,113,"Action,Comedy,Drama"
tt0088729,The Annihilators,Charles E. Sellier Jr.,1985,84,"Action,Crime,Drama"
tt0091763,Platoon,Oliver Stone,1986,120,"Drama,War"
tt0093582,Munchies,Tina Hirsch,1987,83,"Comedy,Fantasy,Horror"
tt0094813,Bulletproof,Steve Carver,1987,93,Action
tt0096117,Slaughterhouse Rock,Dimitri Logothetis,1987,85,"Comedy,Horror"
tt0099742,Haunting Fear,Fred Olen Ray,1990,88,"Crime,Drama,Fantasy"
tt0100156,Mirror Mirror,Marina Sargenti,1990,104,"Horror,Thriller"
tt0101540,Cape Fear,Martin Scorsese,1991,128,"Crime,Drama,Thriller"
tt0105410,"Silent Night, Deadly Night 5: The Toy Maker",Martin Kitrosser,1991,86,"Horror,Sci-Fi"
tt0105428,Sleepwalkers,Mick Garris,1992,89,"Fantasy,Horror"
tt0106336,Babylon 5: The Gathering,Richard Compton,1993,89,"Action,Adventure,Drama"
tt0106582,Cliffhanger,Renny Harlin,1993,113,"Action,Adventure,Thriller"
tt0117608,Sgt. Bilko,Jonathan Lynn,1996,94,Comedy
tt0119310,"Honey, We Shrunk Ourselves!",Dean Cundey,1997,74,"Action,Adventure,Comedy"
tt0120247,Surface to Air,Rodney McDonald,1998,93,"Action,War"
tt0125430,The Naughty Stewardesses,Al Adamson,1973,102,"Comedy,Drama"
tt0160904,MI-5,"Alrick Riley, Bharat Nalluri, Sam Miller, Omar Madha, Julian Holmes, Edward Hall, Justin Chadwick, Julian Simpson, Bill Anderson, Jonny Campbell, Cilla Ware, Antonia Bird, Jeremy Lovering, Kenneth Glenaan, Andy Hay, Charles Beeson, Brendan Maher, Stefan Schwartz, Peter Hoar, Colm McCarthy, Michael Caton-Jones, Paul Whittington, Rob Bailey, Andy Wilson, Ciaran Donnelly",2002,60,"Action,Crime,Drama"
tt0164699,Bodyguard Kiba,Ryūichi Takamori,1973,87,"Action,Crime,Drama"
tt0180274,Unhinged,Don Gronquist,1982,79,Horror
tt0217331,The Convent,Mike Mendez,2000,79,"Comedy,Horror"
tt0228158,Corpse Eaters,"Donald R. Passmore, Klaus Vetter",1974,61,Horror
tt0255730,The Feast of All Saints,Peter Medak,2001,213,"Drama,Romance"
tt0262418,Farligt förflutet,Oscar Petersson,2001,80,"Action,Crime,Drama"
tt0272950,The Zombie Chronicles,Brad Sykes,2001,71,Horror
tt0277941,Ned Kelly,Gregor Jordan,2003,110,"Action,Adventure,Biography"
tt0300533,Survivor Series,Kevin Dunn,2001,156,"Action,Sport"
tt0312640,Dragon Fighter,Phillip J. Roth,2003,85,"Action,Sci-Fi,Thriller"
tt0316188,Raising Victor Vargas,Peter Sollett,2002,88,"Drama,Romance"
tt0318040,Evil Breed: The Legend of Samhain,Christian Viel,2003,78,"Comedy,Horror"
tt0338075,Grand Theft Parsons,David Caffrey,2003,88,"Adventure,Comedy,Drama"
tt0338088,Hallow's End,Jon Keeyes,2003,90,Horror
tt0369946,Snitch'd,James Cahill,2003,86,"Action,Adventure,Crime"
tt0395512,Darklight,Bill Platt,2004,90,"Action,Drama,Fantasy"
tt0413371,This Darkness: The Vampire Virus,Dylan O'Leary,2003,106,Horror
tt0454848,Inside Man,Spike Lee,2006,129,"Crime,Drama,Mystery"
tt0460838,Judges,Stephen Patrick Walker,2006,90,"Action,Adventure,Drama"
tt0472126,Local Color,George Gallo,2006,107,Drama
tt0480011,Closure,Dan Reed,2007,80,"Crime,Drama,Horror"
tt0487108,Un macho de mujer,Alfonso Rodríguez,2006,100,Comedy
tt0497323,Anamorph,Henry Miller,2007,103,"Crime,Horror,Thriller"
tt0760177,The Mermaid Chair,Steven Schachter,2006,89,"Drama,Romance"
tt0783492,666: The Child,Jack Perez,2006,80,Horror
tt0804541,Shiloh Falls,Adrian Fulle,2007,90,"Drama,Thriller,Western"
tt0874679,Son of the Dragon,David Wu,2006,174,"Action,Adventure,Fantasy"
tt0888019,Five Across the Eyes,"Greg Swinson, Ryan Thiessen",2006,95,Horror
