tconst,review
tt0088760,"For those who are too young to know this or for those who have forgotten, the Disney company went almost down the tubes by the end of the 1980s. People were NOT seeing their movies anymore and the company was not producing the usual wholesome material....at least no what people expected. A major problem: profanity.<br /><br />Yes, the idiots running the Disney movies during that decade would produce films with swear words - including the Lord's name in vain, if you can believe that - interspersed in these ""family films."" In fact that happens twice here in the first 20 minutes! <br /><br />This movie, in addition to the language problems, has a nasty tone to it, too, which made it unlikeable almost right from the beginning. Thankfully, Disney woke up and has produced a lot of great material since these decadent '80s movies. (""Touchstone"" is Disney, just under another name.)"
tt0089731,"My spouse & I found this movie to be very schlocky. It started out good, but quickly got unbelievable & ridiculous. Most of the acting was poor, with the exception of the little girl, Abbie, who really was terrific. In addition, the dialog was predictable & lame - especially Gideon, the Angel's. Also, without giving away anything, when one of the characters has a tragedy, she almost appears nonchalant. At first we thought it was 'shock', but then we realized that it was just a terrible script. We love almost all of the Hallmark movies & their heart-warming stories, but this movie doesn't rise to the occasion of being one. There are so many great ones - don't waste your time with this horrible movie."
tt0091993,"Space Camp, which had the unfortunate luck to be planned around the time of the Challenger accident, deserves such luck. The ""stars"" make a mockery of acting, Lea Thomson actually being turned sideways, when asked for more than her usual wide-eyed innocent smile, presumably to mask her risible attempts. The movie is at times hilarious, when it begins to ask far too much of you. A small boy keeps a multi-million dollar robot in his closet which breaks when given too many commands by the hordes of cliched dorm-mates. This hackneyed and unlovable machine, ""Jinx"", is a major player in the ridiculous premise of the movie, which seems part Short Circuit, part 2001 by the Airplane team. I shan't bore you with this, suffice it to say you can only laugh when faced with it. Having said all of this, it is enjoyable to watch, in a SeaQuest, Saved by the Bell kind of way. The romance and technology, beware, are as unbelievable as each other. Also, if you're an eighties freak, its unmissable for the amusing performances of Kate Capshaw (Willie from Temple of Doom) and, obviously, Lea Thompson. Also, Joaquin Phoenix puts in a dodgy turn as a sort of wannabe Goonie who befriends Jinx. Do not go near this movie if you are not a fan of trash."
tt0098741,This was a rip-off of the same garbage we had to watch Bob Saget host during the half-hour before this. Dave Coulier only thought he was funny and it was pretty much the same show as America's Funniest Home Videos except with a hosts who have a combined IQ of three. Tawny Kitaen must've really needed the money and Coulier had to go to the recycle bin for his jokes. It was torture enough having to see him imitate Popeye and other washed up cartoon starts on Full House. That one dude who played all of the practical jokes on everyone deserves to be on the receiving end of a Grade A wedgie. Coulier must've needed to money to please Alannis Morisette while they were dating.
tt0100419,"I remember watching this movie several times as a very young kid, and there were parts of it (many in fact) that I did not understand. I think I have seen it once as an adult, and I then understood those parts. The only problem with viewing it as an adult was that it was not entertaining to me at all. So what kind of movie is this? Is it a ""kids movie""? Not hardly. It contains language and subject matter not suitable for kids. Is it a hyperbole of what every parent feels like they are going through with their own children? Maybe, but then why wouldn't it focus more on John Ritter's character instead of Junior? When a film has a 7-year-old as its main character, in order to do well with it's audience, it should be a movie for the seven and under crowd, otherwise people older than that will have no way to relate (even 8-year-olds wouldn't want to see a movie about a kid who is whole year younger than them). I'm pretty sure this film did not do well in the box office, and the reason has to be because it was unable to find a niche in the market."
tt0101635,"It's hard to believe people actually LIKE this dreck! I do think kids can enjoy it, but to me it's the kind of kid film parents can't bear to sit through. Predictable plot, boring Belushi, and possibly the worst kid actor of all time. I will give the director some of the responsibility for the kid, but she was truly painful to watch. I feel embarrassed for her now, having people know it was her. When she sang the Star Spangled Banner I had to turn the sound off--then I came here and discovered they did that because she won Star Search. I've always felt Jim Belushi should be ashamed to trade on the name of his wonderful, sadly missed brother, and this crap shows why. Zero stars."
tt0103596,"I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.<br /><br />In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 Ninjas. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.<br /><br />Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.<br /><br />The movie has no great visual qualities but would one expect it to? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja Tum Tum was maybe the worst kid actor I have ever seen.<br /><br />The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.<br /><br />With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.<br /><br />2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... Kung Fu the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 Ninjas...no no no...never kick a man between the legs ...never .. thats so unninja like."
tt0106064,"Power Rangers, the completely awful kid's show from the 1990s still continues to disturb young children with it's complete cheesiness, and awful settings.<br /><br />This show was not entertainment, it was an excuse to teach children violence in showing kids how to fight one another in order to solve their differences.<br /><br />The toys were further demonstration in how to promote a violent television show and such.<br /><br />I have never been able to figure out what the purpose of this completely ridiculous show ever was.<br /><br />As such, it remains one of the worst kids shows ever made."
tt0109287,"Bad Actors, bad filming, choppy dialog, shallow characters, but then again it was a bad premise in the first place. Basically, an 11 year old who is bullied because he has very little money is given a blank check by a moronic criminal. Of course, the 11 year old happens to possess enough technology and intelligence to purchase a house, cash a check for 1,000,000 dollars, and even foil three bumbling idiots, reminiscent of the three stooges. <br /><br />Preston Blake is an annoying, obnoxious, boy, who decides that, when written a blank check by a complete stranger, he will take advantage of the situation as best as he can. In other words, he wanders into a bank, <br /><br />hands a teller a check he makes in his printer, and miraculously walks out with a million bucks in cash. Preston is also apparently capable of reaching incredible speeds on his bicycle, due to the fact that a man driving a Jaguar after Preston and his 10-speed could not catch him, even when Preston jumped a row of cars.<br /><br />Of course, with every hokey adventure movie, there has to be hot heroine. In this case our hot heroine is a child molesting FBI agent who dates the eleven year old Preston, and promises another date when he turns 17. <br /><br />However, the absolute worst aspect of this film was not its casting, nor its sloppy dialog, such as ""The only other way I could think of skinning a cat is to stick a hose up it's butt and then pick up the fur"". It was, rather, the entire fact that nobody in the entire film seemed to realize that the FBI does not give a damn about random people . What I have failed to explain is that Preston uses the alias ""Macintosh"" to masquerade as an entrepreneur of sorts. Of course, the FBI finds this intriguing and sends our young heroine after Preston, who uses his 11-year old wit to first scream when lobsters fall on his face, then treat her to hamburgers, finishing with a ridiculous romp through a cemented area where water jettison's from the ground. Our heroine fails to realize during this whole adventure that the criminal the FBI is pursuing is slipping and sliding right behind the two, as they make their way to Preston's limousine, complete with a 1-dimensional driver who never fails to provide cheap, 3rd rate laughs that the whole family can choke on.<br /><br />Overall: 1/10 is incredibly gracious for this film. I don't see how it only has a 4.4/10."
tt0110443,"If this is someone's ""favorite"" movie, they need some serious help. There is nothing funny or clever about this crapfest. I haven't seen the original movie this is the remake of (some 1950s film), but it simply has to be better than this newer bastardization.<br /><br />A major gets kicked out of the military for being a fringe element, and winds up teaching children at an ROTC school. Unfortunately, the major is Daman Wayans... so the children are in for a world of annoying, humorless asininity. Can Wayans whip these losers into shape? Can they get him to become a little more human? The film bombs as most Wayans films do, with only a few sparkling moments. William Hickey gets about one minute of screen time, fair too little. This charming old man (known best to me as a ""Tales from the Crypt"" actor, known best to you as Uncle Louis from ""Christmas Vacation"") shines every moment he's on screen, which isn't much here.<br /><br />Bam Bam Bigelow also makes an appearance as a biker, which fits him perfectly. I wouldn't mind slightly more Bam Bam, but I think he carried the role of ""biker"" about as far as it could be carried for a military film.<br /><br />And then there's the attractive teacher, who someone falls for Major Payne even though he treats the kids poorly, has no social skills and is simply impossible to convert into someone you would want to spend time with. She must either be incredibly stupid or incredibly desperate. I'm not sure which (though it would seem ""stupid"" since the movie makes it clear she gets out of the house often enough).<br /><br />Wayans had one shining moment: a dance sequence where he performs a series of moves (including a very nice ""robot""), and with the help of music from 2 Live Crew. This scene was enjoyable but hardly made up for anything else that made this film dog spittle.<br /><br />Seriously, avoid this film. If you want to see a film a bout a loser who helps loser kids become heroes, rent or buy ""Ernest Goes to Camp"". At least he's a lovable loser, and actually funny. Maybe if Major Payne had fought a badger I'd feel better, but he didn't. Forget Payne, forget Wayans... you can do so much better."
tt0112374,"Not even worth watching this tacky spoiler ruins everything about 'Annie'. The characters seem almost cheapened by the poorly written storyline and they low quality feeling to the production. It was very clearly made for TV, yet if I found it on my television, I would flick it straight over. The children in the film do an alright job, yet the adults acting is unbelievable and so the movie fails to really draw you in. This film lacked the music/dance numbers thats made the original brilliant and truly does take the shine of the Annie we all love. Johnson, as Annie is at times annoying and over acted..you cannot convince yourself that she truly is Annie. The differences in character appearance continued to irritate me throughout the duration of the film. Sad to say this sequel was a total flop."
tt0116756,"This movie is so, so, so horrible, that it makes angels lose their wings. Shaq had tried to make other crossover efforts, like his work in Shaq-Fu for the NES and his plethora of unbearable rap albums, and later, the epic serving of horrible film-making that is Steel.<br /><br />There's not a single good thing to be said about this movie. I saw it a bunch of times when I was very young, but I must've been an idiot then, because this movie takes all that is enjoyable about films and tears it apart. It's fun to mock. I saw it on the Disney Channel a while back and spent a few minutes doing that. Although, once the thrill of mocking it is done, you still become overwhelmed by its terribleness.<br /><br />If you see it on TV, try this: consider, as your watching the film, removing from it all the scenes in which Shaq uses his magical genie powers. If you do that, it becomes like a film about a pedophile chasing a kid and rapping to seduce him. That's kinda funny, and disturbing.<br /><br />A horrible example of film. Do not, unless looking to mock it, see this movie."
tt0117179,"For some strange reason the film world is driven by fashion . Someone makes a film about a killer shark then all of a sudden the film world`s oceans are awash with giant Squids , killer octopusses and sea monsters of every ilk . A man is stalked by an erstwhile lover from hell then every film character is stalked by a cop from hell or a flatmate from hell or a babysitter from hell . Then when a major Hollywood company produces a big budget FX laden blockbuster about tornados then other film producers jump upon the bandwagon , the fact that they don`t have the budget to pull it off doesn`t stop them. NIGHT OF THE TWISTERS is a case in point . What struck me about this made for television film is the fact that it tries to hide its lack of budget by cutting to the ad breaks . Everytime a tornado appears the camara locks onto the horrified expression of the actors as they scream things like "" Oh my gawd it`s heading this way "" and "" Run for your lives "" then the screen fades to black saving the producers the need to up the special effects budget . Unfortunately NIGHT OF THE TWISTERS budget should have been upped to include better actors . The cast are by no means bad but they are unimpressive and lack the skill to carry a film which is character driven . Where`s Josh Hartnett and Elijah Wood when you need them ?<br /><br />And the last word on this being a TWISTER clone ..... Yes NOTT was released a couple of months before TWISTER but TWISTER had been hyped for several months as being the Summer blockbuster of 1996 and NOTT has a rushed feeling to it which leads me to believe that it was made and released to tie in with the hype surrounding TWISTER"
tt0118998,"...And that's why hard to rate. <br /><br />From the adult point of view (hmm, student point of view:)). i must say i fell nearly asleep here. Sure, there is some laughing scene (all the credit takes here Eddie), but that can't save the disney type of script and whole movie, that's why<br /><br />2 out of 10"
tt0160986,"Anyone who loved the two classic novels by Edward Ormondroyd will be disappointed in this film. All the magic and romance have been modernized out of his original story of a girl who does a good deed for a mysterious old lady, and given ""three"" in return. Three what? Not three wishes, but three rides into the 1800's on a rickety elevator...<br /><br />The first novel is Time at the Top. The second is All in Good Time."
tt0244437,"SPOILER WARNING: There are some minor spoilers in this review. Don't read it beyond the first paragraph if you plan on seeing the film.<br /><br />The Disney Channel currently has a policy to make loads of movies and show one a month on the cable channel. Most of these are mediocre and drab, having a few good elements but still being a disappointment (`Phantom of the Megaplex,' `Stepsister From Planet Weird,' `Zenon: Girl of the 21st Century'). Every once in a great while, they make something really, really great (`Genius,' `The Other Me'). But once in a while The Disney Channel makes a huge mistake, and gives us a real stinker. This month (December 2000) The Disney Channel featured `The Ultimate Christmas Present,' which I thought was terrible due to poor writing and worse acting. Apparently, `The Brainiacs.com' was rushed out a few days before Christmas to get a jump on the holiday, because the plot has to do with toys. They even paid for a feature in the TV Guide, so I thought it must be better than the norm. I was in for a complete shock. Only Disney's `Model Behaviour' has been worse than this.<br /><br />The plot was more far-fetched than normal. I usually let that slide, but here it just goes too far. Matthew Tyler gets very sick of his widowed father spending most of his time at work. His father owns a small toy factory that has taken out large loans at a scrupulous bank to stay afloat. Time and time again, his father has to skip out on the plans he makes with his son and daughter. Matthew decides that the only way he can spend time with his dad is if he becomes the boss and orders him to stay home. He gets a hair-brained idea to create a website where kids all around the world can find and send him a dollar to invest in a computer chip that his sister is inventing. That whole concept is full of fallacies. When kids send in millions of dollars, Matthew opens his own company's bank account and buys up most of his dad's business's stock. He is the secret boss, but he doesn't reveal this to his dad, but instead presents himself at board meetings as a cartoon image through a computer. That image itself is so complex (and ridiculous) that it isn't possible for someone to create it at home, much less someone who comes across as stupid as Matthew. To make a long plot short, Matthew orders his dad to spend more time having fun and doing stuff with his kids, but a federal agent shows up inquiring about Matthew's company, as it is fraudulent.<br /><br />There's so much wrong here. As mentioned, the stuff they do here is impossible even for true geniuses, which these kids are not. The website, the cartoon image, the computer chip, even the stuff they are being taught in school, are far too advanced for these kids. The acting by most of the cast, especially Kevin Kilner, is terrible. Some familiar faces are wasted. Dom DeLuise plays the evil bank owner, but his part is a throwaway. He has one good scene with Alexandra Paul (who shows she has the ability to act) in which he explains his motives, but nothing more. And Rich Little is wasted in a small role as a judge. There's even some offensive and uncalled for anti-Russian jokes. But the greatest atrocities are the hard-hammered themes. These themes show up in many of The Disney Channel's films, but never before have these ultra-conservative messages been pounded so strongly. The typical `overworking parent' idea is really pushed hard, and after delivering it inappropriately in `The Ultimate Christmas Present,' seeing it again sours my mood. Family relations are important, but Disney must stop this endless preaching, because working is important to maintaining a workable family, too. Except for cancelling activities thanks to work, the father didn't come across as that bad, but I found it offensive when the grandmother told him `I don't like what I see.' Just as bad is the preaching of the idea that all single parents MUST marry if they want to raise their kids right. Enter Alexandra Paul, whose character, while important to the plot, is there solely to be the love interest for the father. This offensiveness only proves that the Disney brain trust lacks the brains to avoid scraping from the bottom of the Disney script barrel. Instead of letting this movie teach your kids how to commit serious fraud, wait for the next Disney Channel movie. It has to be better than this. Zantara's score: 1 out of 10."
tt0268288,"I just saw this movie, and I have to say that it was a big waste of time. The girl who played Eva (Ellen Fjaestad) can't act at all. She read her lines very un-naturally, and she had a very un-natural facial expression through the entire movie. Rosanna Munter who played Petra on the other hand, is a natural. She played her part with great perfection.<br /><br />SPOILERS! The story was simple - we've seen it many, many times before. She breaks up, he finds another, she get jealous, he breaks up with the other girl and they end up back together in the end. There were no surprises at all, one knew that Eva would break up, and that Adam would ""hook up"" with Petra. The only thing that nobody saw coming was that Petra told Adam to go after Eva at the party. She became all serious, which is a side of Petra the viewers hadn't seen earlier in the movie, and told him to win Eva's heart back, which was really cute.<br /><br />Besides Rosanna Munter, there isn't a single actor who gives a memorable performance.<br /><br />This is a mediocre movie with mediocre actors, so I don't recommend it!"
tt0312528,"Most movies I can sit through easily, even if I do not particularly like the movie. I am the type of person who recognizes great films even if I do not like the genre. This is the first movie I could not stand to watch. Cat in the Hat is the worst movie I have ever seen--and I've seen a lot of movies. The acting is okay (Myers is good as the cat, it's just that he is REALLY annoying). The silly songs the cat sings were boring and monotonous, even for the children in the audience. The plot drags on and on, and viewers must suffer through poor dialogue. The ""witty"" parental remarks are disgusting, not funny (I remember some awful comment about a garden hoe being compared to, well, a type of person people call a ""ho""). Even though the movie is really short, it seemed to last FOREVER. Do not waste your time. I know small kids who hated this movie. If children can't stand it, I do not know how any adults can. I would like to fume more about this film but I do not even feel like wasting anymore time writing this review about it. I HATED IT! So, in summary, do not spend 90 minutes of your life watching this! See a GOOD movie!<br /><br />1/10 stars--the lowest review I have ever given a movie."
tt0322389,"Let me start out by saying this movie has 1 funny point at the very beginning with the exchange between the narrator and George: Narrator:Huh? Wait a minute! Who the heck are you? George: Me new George. Studio too cheap to pay Brendan Fraser. Narrator: How did you get the part? George: New George just lucky, I guess. <br /><br />Sadly, that's the only funny part in the entire movie.<br /><br />It was still entertaining...But then again, i'm easily entertained...<br /><br />I wouldn't say this is the worst movie i've ever seen (that title goes to the terribly un-funny Disaster Movie...), This movie falls #7 on my bottom 15 list...<br /><br />If your a small child who is easily entertained, you'll enjoy this movie. If you're a movie-watcher who wants a good, funny movie, You'll end up shooting yourself halfway through this one.."
tt0324532,"I do agree with everything Calamine has said! And I don't always agree with people, but what Calamine has said is very true, it is time for the girls to move on to better roles. I would like to see them succeed very much as they were a very inspirational pair growing up and I would like to see them grow as people, actresses and in their career as well as their personal life. So producers, please give the girls a chance to develop something that goes off the tangent a bit, move them into a new direction that recognises them individually and their talents in many facets. This movie that is being commented is not too bad, but as I have seen further on in their movies, their movies stay the same of typical plot and typography. When In Rome is good for audiences of younger generation but the adults who were kids when the twins were babies want to follow the twins in their successes and so hence I think we adults would like to see them make movies of different kinds, maybe some that are like the sixth sense, the hour, chocolat, that sort of movie - not saying to have just serious movies for them, humour ones too yes, but rather see them in different roles to what they have been playing in their more recent movies like this one and New York Minute. (Note: I am from Australia so excuse my weird spelling like reognise with the s instead of z)"
tt0342882,"I really wanted to like this movie, but it was just imposable. The acting was ultra hammy, the plot was annoying, and the pace was SLOW, sooo slowwwwww. The whole time sitting in the theater i wanted the movie to end. Twenty minuets into a films and I'm praying for an ending. Sure some of the visuals were nice, but c'mon guys, I mean really! And for a movie about a guy tuning magical instruments there really wasn't much music to speak of. The music there was was annoying, and boring. There were sound loud shrill sounds at times too, those were also annoying. Mainly this film managed to bore me, and creep me out at the same time.<br /><br />I'm glad its over. I need to go see ""Tideland"" and wash this bad taste out of my mouth."
tt0388595,"""Extreme Makeover: Home Edition"" is yet another 'feel-goody', so-called 'heart warming', and out-for-ratings show that ABC has had the time to put together.<br /><br />I understand the troubles that these families go through. For that, I am sorry. But wouldn't you think that putting four wide-screen plasma televisions, three flat-screen desktop computers, an inground pool taking up half of a backyard, and closets full of expensive designer clothing is a BIT too excessive for ANY family? Sure, these families have been through a lot. Sure, they deserve nicer things that what they had previously had.<br /><br />But honestly, the things that Ty Pennington and his crew put into these houses are enough to suit an entire neighborhood.<br /><br />Another thing that really irks me about this show is how Ty and his crew always have something good to say about every little thing that relates to the family, or the family's condition. Telling a wheelchair-bound person that he or she is 'so strong', or 'very brave' really does get old after a while. That may sound rude, but believe me; watch this show, and you'll see what I mean.<br /><br />All in all, this show is overrated. If you want to watch it, go ahead. This comment is just a heads-up for what you'd be watching."
tt0434964,"What's that there in the skies? Is it a plane? Is it Superman?? Errr, no It's a TURTLE!?! See, that's what becomes of the Cold War! Nothing but bad news and other issues! The Americans shoot down a Russian combat plane somewhere over Artic territory and the subsequent explosion defrosts & literally awakens the giant prehistoric turtle-creature named Gammera. He/she is not a very friendly critter as it promptly ensues to destroy everything and everyone on its path. The arguing governments finally decide to kill the ugly bastard with a brand new and super-sophisticated ice-bomb, but Gammera has another surprise in store The damn turtle can fly! The first time this happens results in a tremendously grotesque and hilarious sequence! Gammera lies on his back looking defeated when suddenly fire blows from his armpits and he skyrockets himself up in the air. How can you not love that? Then there's also a dire sub plot about an annoying kid who's able to telepathically communicate with the monster, but that's just not interesting enough. Flying turtle, people!! There's very little else to write about this Japanese (and American re-edited) Sci-Fi effort, apart from that it's an obvious and totally shameless rip-off of such classics like the original Godzilla and The Beast from 20.000 Fathoms. The effects and monster designs are extremely hokey and, unlike the aforementioned films, it never succeeds in creating an apocalyptic ambiance. Respectable actors like Brian Donlevy (""The Quatermass Experiment"") and Dick O'Neill (""Wolfen"") seem unaware of what film set they're on and even the original Japanese mayhem-scenes aren't very convincing. Gammera's very own and personalized theme-song is rather cool, though, so it gets one extra point for that."
